category,PATH,over_represented_pvalue,padj,under_represented_pvalue,numDEInCat,numInCat,main,type,enrich,organism
02010,02010 ABC transporters [PATH:ko02010],0.14177884611367225,1,0.9513053646579139,4,34,09130 Environmental Information Processing,up,path,HOT1A3
00920,00920 Sulfur metabolism [PATH:ko00920],0.1500573880437978,1,0.9716598671992837,2,12,09100 Metabolism,up,path,HOT1A3
00130,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],0.1517662538000773,1,0.9711385487913279,2,12,09100 Metabolism,up,path,HOT1A3
00760,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760],0.16365559099499546,1,0.9674044269684606,2,12,09100 Metabolism,up,path,HOT1A3
00630,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],0.1732571171957092,1,0.9633412440052386,2,15,09100 Metabolism,up,path,HOT1A3
02024,02024 Quorum sensing [PATH:ko02024],0.2498407692160084,1,0.9328928831209655,2,16,09140 Cellular Processes,up,path,HOT1A3
04122,04122 Sulfur relay system [PATH:ko04122],0.32126541306126516,1,0.9525262653983853,1,5,09120 Genetic Information Processing,up,path,HOT1A3
00906,00906 Carotenoid biosynthesis [PATH:ko00906],0.32681127515933794,1,0.9475997529465121,1,7,09100 Metabolism,up,path,HOT1A3
00270,00270 Cysteine and methionine metabolism [PATH:ko00270],0.3281718451063743,1,0.892017812750225,2,21,09100 Metabolism,up,path,HOT1A3
00190,00190 Oxidative phosphorylation [PATH:ko00190],0.3672360102961269,1,0.8350240648505041,3,32,09100 Metabolism,up,path,HOT1A3
03410,03410 Base excision repair [PATH:ko03410],0.39626201189206683,1,0.917604483299355,1,9,09120 Genetic Information Processing,up,path,HOT1A3
00230,00230 Purine metabolism [PATH:ko00230],0.3965735324432743,1,0.8130720233629974,3,37,09100 Metabolism,up,path,HOT1A3
00860,00860 Porphyrin metabolism [PATH:ko00860],0.44861237213060295,1,0.7719338299700184,3,44,09100 Metabolism,up,path,HOT1A3
03430,03430 Mismatch repair [PATH:ko03430],0.4503673483474557,1,0.8869571214558647,1,13,09120 Genetic Information Processing,up,path,HOT1A3
00680,00680 Methane metabolism [PATH:ko00680],0.45734080314629205,1,0.8836584799317444,1,12,09100 Metabolism,up,path,HOT1A3
00670,00670 One carbon pool by folate [PATH:ko00670],0.46472099735321293,1,0.8802043069612325,1,11,09100 Metabolism,up,path,HOT1A3
04112,04112 Cell cycle - Caulobacter [PATH:ko04112],0.49476545437313235,1,0.8619015254639535,1,11,09140 Cellular Processes,up,path,HOT1A3
00051,00051 Fructose and mannose metabolism [PATH:ko00051],0.5105397641713643,1,0.8527886757532107,1,10,09100 Metabolism,up,path,HOT1A3
03030,03030 DNA replication [PATH:ko03030],0.5388460690254149,1,0.8284282580172689,1,15,09120 Genetic Information Processing,up,path,HOT1A3
00550,00550 Peptidoglycan biosynthesis [PATH:ko00550],0.5840703576131895,1,0.7921052967135858,1,16,09100 Metabolism,up,path,HOT1A3
00541,00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],0.5866515025220214,1,0.7923314397462767,1,13,09100 Metabolism,up,path,HOT1A3
03440,03440 Homologous recombination [PATH:ko03440],0.6120804349873712,1,0.7653296896447102,1,20,09120 Genetic Information Processing,up,path,HOT1A3
03070,03070 Bacterial secretion system [PATH:ko03070],0.6135487891791727,1,0.7700105559112069,1,12,09130 Environmental Information Processing,up,path,HOT1A3
00260,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]",0.6723275735073164,1,0.7051050259762075,1,20,09100 Metabolism,up,path,HOT1A3
03060,03060 Protein export [PATH:ko03060],0.7236845453104577,1,0.6479904414009001,1,16,09120 Genetic Information Processing,up,path,HOT1A3
00240,00240 Pyrimidine metabolism [PATH:ko00240],0.7277038045421496,1,0.6388398562302704,1,22,09100 Metabolism,up,path,HOT1A3
00520,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],0.7740507362594962,1,0.5744580832028682,1,24,09100 Metabolism,up,path,HOT1A3
03010,03010 Ribosome [PATH:ko03010],0.9955147047556275,1,0.03050264848104179,1,53,09120 Genetic Information Processing,up,path,HOT1A3
00010,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],1,1,0.3741572074378892,0,18,09100 Metabolism,up,path,HOT1A3
00020,00020 Citrate cycle (TCA cycle) [PATH:ko00020],1,1,0.628841679562236,0,9,09100 Metabolism,up,path,HOT1A3
00030,00030 Pentose phosphate pathway [PATH:ko00030],1,1,0.4257848812661889,0,15,09100 Metabolism,up,path,HOT1A3
00061,00061 Fatty acid biosynthesis [PATH:ko00061],1,1,0.44124795369970327,0,12,09100 Metabolism,up,path,HOT1A3
00195,00195 Photosynthesis [PATH:ko00195],1,1,0.009356772836920506,0,46,09100 Metabolism,up,path,HOT1A3
00220,00220 Arginine biosynthesis [PATH:ko00220],1,1,0.4186982291485954,0,13,09100 Metabolism,up,path,HOT1A3
00250,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",1,1,0.42766567734533556,0,16,09100 Metabolism,up,path,HOT1A3
00261,00261 Monobactam biosynthesis [PATH:ko00261],1,1,0.7492056394170085,0,5,09100 Metabolism,up,path,HOT1A3
00290,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]",1,1,0.5761311976481245,0,10,09100 Metabolism,up,path,HOT1A3
00300,00300 Lysine biosynthesis [PATH:ko00300],1,1,0.5343909727102187,0,11,09100 Metabolism,up,path,HOT1A3
00330,00330 Arginine and proline metabolism [PATH:ko00330],1,1,0.481895357983677,0,12,09100 Metabolism,up,path,HOT1A3
00340,00340 Histidine metabolism [PATH:ko00340],1,1,0.5008875980013388,0,11,09100 Metabolism,up,path,HOT1A3
00400,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]",1,1,0.2883672425525808,0,19,09100 Metabolism,up,path,HOT1A3
00450,00450 Selenocompound metabolism [PATH:ko00450],1,1,0.656154737994897,0,9,09100 Metabolism,up,path,HOT1A3
00470,00470 D-Amino acid metabolism [PATH:ko00470],1,1,0.6552734404433231,0,7,09100 Metabolism,up,path,HOT1A3
00480,00480 Glutathione metabolism [PATH:ko00480],1,1,0.5140871685302574,0,12,09100 Metabolism,up,path,HOT1A3
00500,00500 Starch and sucrose metabolism [PATH:ko00500],1,1,0.5302901399553993,0,14,09100 Metabolism,up,path,HOT1A3
00521,00521 Streptomycin biosynthesis [PATH:ko00521],1,1,0.69772684349119,0,6,09100 Metabolism,up,path,HOT1A3
00540,00540 Lipopolysaccharide biosynthesis [PATH:ko00540],1,1,0.6814478035940453,0,6,09100 Metabolism,up,path,HOT1A3
00561,00561 Glycerolipid metabolism [PATH:ko00561],1,1,0.5247803531041266,0,10,09100 Metabolism,up,path,HOT1A3
00564,00564 Glycerophospholipid metabolism [PATH:ko00564],1,1,0.6983800779509087,0,5,09100 Metabolism,up,path,HOT1A3
00620,00620 Pyruvate metabolism [PATH:ko00620],1,1,0.37269189203929043,0,18,09100 Metabolism,up,path,HOT1A3
00640,00640 Propanoate metabolism [PATH:ko00640],1,1,0.702982555438727,0,7,09100 Metabolism,up,path,HOT1A3
00660,00660 C5-Branched dibasic acid metabolism [PATH:ko00660],1,1,0.7458436717935839,0,5,09100 Metabolism,up,path,HOT1A3
00710,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710],1,1,0.43735722886080614,0,14,09100 Metabolism,up,path,HOT1A3
00720,00720 Carbon fixation pathways in prokaryotes [PATH:ko00720],1,1,0.5818244437512646,0,11,09100 Metabolism,up,path,HOT1A3
00740,00740 Riboflavin metabolism [PATH:ko00740],1,1,0.6843898988613502,0,6,09100 Metabolism,up,path,HOT1A3
00770,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],1,1,0.45866996555243894,0,13,09100 Metabolism,up,path,HOT1A3
00780,00780 Biotin metabolism [PATH:ko00780],1,1,0.525411846055624,0,10,09100 Metabolism,up,path,HOT1A3
00790,00790 Folate biosynthesis [PATH:ko00790],1,1,0.43301805400902366,0,12,09100 Metabolism,up,path,HOT1A3
00970,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970],1,1,0.3431259108801935,0,24,09120 Genetic Information Processing,up,path,HOT1A3
00983,00983 Drug metabolism - other enzymes [PATH:ko00983],1,1,0.5589313552936402,0,9,09100 Metabolism,up,path,HOT1A3
02026,02026 Biofilm formation - Escherichia coli [PATH:ko02026],1,1,0.6878877274658994,0,7,09140 Cellular Processes,up,path,HOT1A3
03018,03018 RNA degradation [PATH:ko03018],1,1,0.688941659776098,0,11,09120 Genetic Information Processing,up,path,HOT1A3
