contrast,gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1,Length,down,up
C2 - C1,TX50_RS01150,-0.610720316569013,5.9068656285603804,0.0348935215835555,0.144024274594154,Proteome,C2vsC1_prot,1080,FALSE,FALSE
C2 - C1,TX50_RS03945,-0.695756912231447,-2.30110530853272,0.0354433551590667,0.145870918342518,Proteome,C2vsC1_prot,348,FALSE,FALSE
C2 - C1,TX50_RS07180,0.336993535359701,3.23523057301839,0.0361051209318107,0.147428117347026,Proteome,C2vsC1_prot,2139,FALSE,FALSE
C2 - C1,TX50_RS08325,-0.84561983744303,2.63077437082927,0.0361167458098604,0.147428117347026,Proteome,C2vsC1_prot,861,FALSE,FALSE
C2 - C1,TX50_RS04920,-0.818385442097981,-1.73575547536214,0.0361323124677753,0.147428117347026,Proteome,C2vsC1_prot,252,FALSE,FALSE
C2 - C1,TX50_RS05380,-0.88495127360026,0.234893608093262,0.0364792793260824,0.14818176571721,Proteome,C2vsC1_prot,477,FALSE,FALSE
C2 - C1,TX50_RS08640,0.667201995849608,-1.14061743418376,0.0365251402856325,0.14818176571721,Proteome,C2vsC1_prot,1056,FALSE,FALSE
C2 - C1,TX50_RS00355,0.822924931844077,-1.68805446624756,0.0369092352303422,0.149314633431839,Proteome,C2vsC1_prot,339,FALSE,FALSE
C2 - C1,TX50_RS04760,0.622741063435873,-1.79138100941976,0.037415622290905,0.150637516217469,Proteome,C2vsC1_prot,654,FALSE,FALSE
C2 - C1,TX50_RS02870,-0.534741083780922,1.44829095204671,0.037447809509118,0.150637516217469,Proteome,C2vsC1_prot,738,FALSE,FALSE
C2 - C1,TX50_RS08605,-1.78744379679362,-1.31245212554932,0.0377266833372331,0.150950789138889,Proteome,C2vsC1_prot,240,FALSE,FALSE
C2 - C1,TX50_RS07645,0.466140111287435,1.14248714447022,0.0377376972847222,0.150950789138889,Proteome,C2vsC1_prot,402,FALSE,FALSE
C2 - C1,TX50_RS02195,-0.593149185180664,0.0348577499389649,0.0381039596310371,0.151637202524419,Proteome,C2vsC1_prot,1467,FALSE,FALSE
C2 - C1,TX50_RS03655,0.518861770629877,2.03593247731527,0.0381222742301558,0.151637202524419,Proteome,C2vsC1_prot,387,FALSE,FALSE
C2 - C1,TX50_RS06745,-0.659549077351888,-0.293350919087728,0.0383213355150938,0.152004406054299,Proteome,C2vsC1_prot,1290,FALSE,FALSE
C2 - C1,TX50_RS06475,-0.40867233276367,2.34792855580648,0.0388206863347081,0.153557381501734,Proteome,C2vsC1_prot,951,FALSE,FALSE
C2 - C1,TX50_RS04135,0.342213312784827,1.53745250701904,0.0390570657830943,0.154064436773203,Proteome,C2vsC1_prot,1677,FALSE,FALSE
C2 - C1,TX50_RS00140,-0.519732793172204,2.80804716746012,0.0394060528534321,0.154748509982432,Proteome,C2vsC1_prot,1089,FALSE,FALSE
C2 - C1,TX50_RS06560,-0.4872194925944,1.96678104400635,0.0394478294407464,0.154748509982432,Proteome,C2vsC1_prot,609,FALSE,FALSE
C2 - C1,TX50_RS08530,0.343547821044922,0.370016670227051,0.0398110987299777,0.155744518108484,Proteome,C2vsC1_prot,708,FALSE,FALSE
C2 - C1,TX50_RS08020,-0.526186625162759,3.33934968312581,0.0401234682607903,0.156536489872234,Proteome,C2vsC1_prot,3507,FALSE,FALSE
C2 - C1,TX50_RS09370,0.633319854736325,-1.69996636708577,0.0402792281293164,0.156714811082368,Proteome,C2vsC1_prot,366,FALSE,FALSE
C2 - C1,TX50_RS06400,-0.360551198323566,3.41450087229411,0.0407122177952908,0.157967842344671,Proteome,C2vsC1_prot,1137,FALSE,FALSE
C2 - C1,TX50_RS08225,-0.74058214823405,0.697901344299317,0.0408532550216327,0.158084334648926,Proteome,C2vsC1_prot,348,FALSE,FALSE
C2 - C1,TX50_RS04240,0.496362050374349,-0.673941866556804,0.0410448352874117,0.158395245119984,Proteome,C2vsC1_prot,1620,FALSE,FALSE
C2 - C1,TX50_RS08775,0.422859827677407,1.42193597157796,0.041720385697849,0.160567106037127,Proteome,C2vsC1_prot,429,FALSE,FALSE
C2 - C1,TX50_RS03290,-0.364996592203775,3.6093905766805,0.0420802052756692,0.161515397068876,Proteome,C2vsC1_prot,1980,FALSE,FALSE
C2 - C1,TX50_RS05035,-0.42522112528483,1.39832604726156,0.0422774483686182,0.161765992873913,Proteome,C2vsC1_prot,3495,FALSE,FALSE
C2 - C1,TX50_RS07265,0.499912261962891,0.287918790181478,0.0423726933581247,0.161765992873913,Proteome,C2vsC1_prot,564,FALSE,FALSE
C2 - C1,TX50_RS06170,0.386504491170244,1.80930207570394,0.0428565909313538,0.162919885311705,Proteome,C2vsC1_prot,1434,FALSE,FALSE
C2 - C1,TX50_RS04985,0.706701914469401,-2.53035170237223,0.0429037619325065,0.162919885311705,Proteome,C2vsC1_prot,411,FALSE,FALSE
C2 - C1,TX50_RS05235,-1.06655120849609,1.60598990122477,0.0433346231147336,0.163504866520601,Proteome,C2vsC1_prot,219,FALSE,FALSE
C2 - C1,TX50_RS09300,0.563892364501953,-0.0453617731730142,0.0433683853591633,0.163504866520601,Proteome,C2vsC1_prot,390,FALSE,FALSE
C2 - C1,TX50_RS08235,-1.19998868306478,2.06272296905518,0.043402274961227,0.163504866520601,Proteome,C2vsC1_prot,390,FALSE,FALSE
C2 - C1,TX50_RS01375,0.740535100301107,2.25559113820394,0.0437002379618605,0.164192978516331,Proteome,C2vsC1_prot,558,FALSE,FALSE
C2 - C1,TX50_RS05635,0.677032470703123,-1.82048320770264,0.0438942801368035,0.164488039249495,Proteome,C2vsC1_prot,1020,FALSE,FALSE
C2 - C1,TX50_RS05970,-1.07394727071126,-3.52207546234131,0.0447867223574072,0.167391844191464,Proteome,C2vsC1_prot,462,FALSE,FALSE
C2 - C1,TX50_RS04185,-0.44891802469889,2.15639044443766,0.0456839391310624,0.170298244300086,Proteome,C2vsC1_prot,876,FALSE,FALSE
C2 - C1,TX50_RS00440,0.40556780497233,1.07851530710856,0.0463093408384327,0.172178854709995,Proteome,C2vsC1_prot,1806,FALSE,FALSE
C2 - C1,TX50_RS04915,0.4381898244222,-1.60192356109619,0.04722201771511,0.175107748217875,Proteome,C2vsC1_prot,1053,FALSE,FALSE
C2 - C1,TX50_RS06770,0.28021748860677,1.91494172414144,0.0473430358594676,0.175107748217875,Proteome,C2vsC1_prot,1164,FALSE,FALSE
C2 - C1,TX50_RS08330,-0.576526641845702,2.1784391403198198,0.0476589088081894,0.175371270204956,Proteome,C2vsC1_prot,300,FALSE,FALSE
C2 - C1,TX50_RS05695,0.387520472208659,-1.02996463775635,0.0477437083893395,0.175371270204956,Proteome,C2vsC1_prot,615,FALSE,FALSE
C2 - C1,TX50_RS03790,-0.313069025675456,5.54223969777425,0.0477837449715752,0.175371270204956,Proteome,C2vsC1_prot,969,FALSE,FALSE
C2 - C1,TX50_RS08340,-0.691916147867837,2.45068836212158,0.0489895449506261,0.179334478174014,Proteome,C2vsC1_prot,651,FALSE,FALSE
C2 - C1,TX50_RS09815,-1.09873326619466,-3.94798806508382,0.0492369454140794,0.179777975050382,Proteome,C2vsC1_prot,144,FALSE,FALSE
C2 - C1,TX50_RS07580,0.686138153076173,-0.384409014383952,0.0495975565951133,0.180631510464044,Proteome,C2vsC1_prot,318,FALSE,FALSE
C2 - C1,TX50_RS08345,0.460163752237956,0.194271151224772,0.0502386831483643,0.182048465674383,Proteome,C2vsC1_prot,468,FALSE,FALSE
C2 - C1,TX50_RS02905,-0.730239868164066,2.22711823781331,0.0503422524375764,0.182048465674383,Proteome,C2vsC1_prot,885,FALSE,FALSE
C2 - C1,TX50_RS02975,-0.834932963053387,-3.62191511789958,0.0504876783412996,0.182048465674383,Proteome,C2vsC1_prot,225,FALSE,FALSE
C2 - C1,TX50_RS05655,-0.393839518229165,-0.601918983459472,0.050497994340857597,0.182048465674383,Proteome,C2vsC1_prot,423,FALSE,FALSE
C2 - C1,TX50_RS02575,-0.391892115275065,-0.0581975936889649,0.0513430484648809,0.184627527813107,Proteome,C2vsC1_prot,711,FALSE,FALSE
C2 - C1,TX50_RS07010,0.600578943888347,-0.674270566304524,0.0518481355691185,0.185974168892757,Proteome,C2vsC1_prot,1065,FALSE,FALSE
C2 - C1,TX50_RS05155,0.539325078328448,-0.421766217549642,0.0524540206362817,0.187674686899661,Proteome,C2vsC1_prot,603,FALSE,FALSE
C2 - C1,TX50_RS07345,-0.858934402465816,1.91046123504639,0.0528237883595425,0.18852399655135,Proteome,C2vsC1_prot,747,FALSE,FALSE
C2 - C1,TX50_RS00435,0.407604217529298,-0.909528668721517,0.0532870874616019,0.188861355701613,Proteome,C2vsC1_prot,1182,FALSE,FALSE
C2 - C1,TX50_RS00715,-0.356105168660481,0.182668749491374,0.05334061626132,0.188861355701613,Proteome,C2vsC1_prot,1005,FALSE,FALSE
C2 - C1,TX50_RS04450,-0.781819661458333,1.63812351226807,0.0533762877600775,0.188861355701613,Proteome,C2vsC1_prot,4005,FALSE,FALSE
C2 - C1,TX50_RS03225,-0.516904830932617,-0.698004722595216,0.0534488246824087,0.188861355701613,Proteome,C2vsC1_prot,582,FALSE,FALSE
C2 - C1,TX50_RS03230,0.361559549967446,-0.715071805318196,0.0540220323024206,0.189972078843026,Proteome,C2vsC1_prot,1764,FALSE,FALSE
C2 - C1,TX50_RS05865,-0.84008280436198,-0.399934323628744,0.0540299802889224,0.189972078843026,Proteome,C2vsC1_prot,1005,FALSE,FALSE
C2 - C1,TX50_RS08240,-0.886835734049479,2.62728315989176,0.054210326858506,0.190136712922445,Proteome,C2vsC1_prot,363,FALSE,FALSE
C2 - C1,TX50_RS00605,-0.332251866658523,1.24862270355225,0.0544724939944164,0.190164827019077,Proteome,C2vsC1_prot,1452,FALSE,FALSE
C2 - C1,TX50_RS06855,0.481911341349281,-0.911375745137532,0.0544854279661399,0.190164827019077,Proteome,C2vsC1_prot,654,FALSE,FALSE
C2 - C1,TX50_RS02995,-0.52710405985514,-1.50012658437093,0.0555093271061883,0.192805729985647,Proteome,C2vsC1_prot,1794,FALSE,FALSE
C2 - C1,TX50_RS05805,0.33349863688151,0.583990160624186,0.0555865296011334,0.192805729985647,Proteome,C2vsC1_prot,1518,FALSE,FALSE
C2 - C1,TX50_RS01365,0.276550292968751,5.18347199757894,0.0556482830225427,0.192805729985647,Proteome,C2vsC1_prot,1458,FALSE,FALSE
C2 - C1,TX50_RS02840,-0.331310272216797,2.08458576202393,0.0558388023062312,0.192896711003478,Proteome,C2vsC1_prot,1215,FALSE,FALSE
C2 - C1,TX50_RS02720,0.25680287679036,2.3933806737264,0.055945464637947,0.192896711003478,Proteome,C2vsC1_prot,1308,FALSE,FALSE
C2 - C1,TX50_RS08265,-0.869244257609051,-0.199013455708821,0.0561419276824328,0.193106533864213,Proteome,C2vsC1_prot,366,FALSE,FALSE
C2 - C1,TX50_RS08080,-0.576236089070638,0.404981931050618,0.0563300919767975,0.19328686981918,Proteome,C2vsC1_prot,654,FALSE,FALSE
C2 - C1,TX50_RS02450,0.480424245198569,-3.00768489837647,0.0568004470307001,0.194432299451243,Proteome,C2vsC1_prot,870,FALSE,FALSE
C2 - C1,TX50_RS07675,1.17446263631185,-3.83346144358317,0.0574971499343616,0.196345183468899,Proteome,C2vsC1_prot,240,FALSE,FALSE
C2 - C1,TX50_RS05340,-0.620407104492184,-1.49022070566813,0.0577487429852084,0.196691844219891,Proteome,C2vsC1_prot,714,FALSE,FALSE
C2 - C1,TX50_RS01615,0.30676460266113,4.67582619984945,0.0578889502908357,0.196691844219891,Proteome,C2vsC1_prot,1239,FALSE,FALSE
C2 - C1,TX50_RS02055,0.361824671427409,0.40105266571045,0.0580130439412599,0.196691844219891,Proteome,C2vsC1_prot,1488,FALSE,FALSE
C2 - C1,TX50_RS03035,0.319335301717122,-0.181620343526204,0.058293837606744,0.196852723707638,Proteome,C2vsC1_prot,1047,FALSE,FALSE
C2 - C1,TX50_RS00855,0.33527119954427,2.07727896372477,0.0583369728965052,0.196852723707638,Proteome,C2vsC1_prot,1242,FALSE,FALSE
C2 - C1,TX50_RS03360,-0.535280863444011,0.562536811828613,0.0590610327600713,0.19836519280841,Proteome,C2vsC1_prot,1281,FALSE,FALSE
C2 - C1,TX50_RS05550,0.561590194702147,2.4389982223510698,0.0590637933643019,0.19836519280841,Proteome,C2vsC1_prot,1419,FALSE,FALSE
C2 - C1,TX50_RS03245,-0.385274251302084,-0.379327710469564,0.0604226343449488,0.202451367781664,Proteome,C2vsC1_prot,1368,FALSE,FALSE
C2 - C1,TX50_RS01665,0.582476933797201,0.453317705790202,0.0612357661502866,0.204694204220676,Proteome,C2vsC1_prot,318,FALSE,FALSE
C2 - C1,TX50_RS06820,0.378406524658203,0.224909782409668,0.0614667471337925,0.204985123930961,Proteome,C2vsC1_prot,906,FALSE,FALSE
C2 - C1,TX50_RS01690,-0.914651234944665,3.75324484507243,0.0624688216334386,0.207840191602843,Proteome,C2vsC1_prot,654,FALSE,FALSE
C2 - C1,TX50_RS04530,-0.219322204589846,1.42497730255127,0.0635277240859589,0.210870580648964,Proteome,C2vsC1_prot,2217,FALSE,FALSE
C2 - C1,TX50_RS05430,0.431259791056318,2.45412197113037,0.0640282956098063,0.212037890577591,Proteome,C2vsC1_prot,870,FALSE,FALSE
C2 - C1,TX50_RS07530,-0.644200642903648,-2.46766325632731,0.0642207138670495,0.21212288161104,Proteome,C2vsC1_prot,516,FALSE,FALSE
C2 - C1,TX50_RS07440,0.440974553426108,-2.84088433583578,0.0644730273619709,0.21212288161104,Proteome,C2vsC1_prot,621,FALSE,FALSE
C2 - C1,TX50_RS02005,0.474081039428711,-0.00826765696207684,0.0645008481303231,0.21212288161104,Proteome,C2vsC1_prot,261,FALSE,FALSE
C2 - C1,TX50_RS01170,-0.40854326883952,4.29227046966553,0.0649100084726424,0.212976617661389,Proteome,C2vsC1_prot,1173,FALSE,FALSE
C2 - C1,TX50_RS01955,0.737229029337566,0.55726515452067,0.065964195614205,0.215937964493398,Proteome,C2vsC1_prot,306,FALSE,FALSE
C2 - C1,TX50_RS02290,0.315005620320638,0.76382325490315806,0.0666090332884268,0.217548769272293,Proteome,C2vsC1_prot,1488,FALSE,FALSE
C2 - C1,TX50_RS04845,-0.378906885782877,3.66934820810954,0.0671068864554225,0.218261730461686,Proteome,C2vsC1_prot,1911,FALSE,FALSE
C2 - C1,TX50_RS03870,0.41967519124349,-1.89061489105225,0.0671338749594232,0.218261730461686,Proteome,C2vsC1_prot,891,FALSE,FALSE
C2 - C1,TX50_RS05710,0.330563863118487,2.7481959660848,0.0673861980414133,0.218583020526133,Proteome,C2vsC1_prot,2601,FALSE,FALSE
C2 - C1,TX50_RS06330,-0.467349370320637,-1.35572452545166,0.0680299768442282,0.22016974324132,Proteome,C2vsC1_prot,732,FALSE,FALSE
C2 - C1,TX50_RS07320,-0.704610824584962,0.0622646967569985,0.0684250010176617,0.220946035032087,Proteome,C2vsC1_prot,1419,FALSE,FALSE
C2 - C1,TX50_RS07175,-0.260396957397462,0.691891797383626,0.0688641160079169,0.221539516212079,Proteome,C2vsC1_prot,834,FALSE,FALSE
C2 - C1,TX50_RS08760,-0.329441706339517,3.46584072113037,0.0689199478103588,0.221539516212079,Proteome,C2vsC1_prot,2829,FALSE,FALSE
C2 - C1,TX50_RS05935,0.329532623291016,1.40685965220134,0.0691885224661493,0.221901927909452,Proteome,C2vsC1_prot,714,FALSE,FALSE
C2 - C1,TX50_RS04585,0.631452560424802,-3.6516570409139,0.0704853092589028,0.225552989628489,Proteome,C2vsC1_prot,366,FALSE,FALSE
C2 - C1,TX50_RS01025,0.280033747355147,-1.55454438527425,0.0708475581193752,0.226203862695045,Proteome,C2vsC1_prot,1122,FALSE,FALSE
C2 - C1,TX50_RS03865,0.610054651896163,-3.77934055328369,0.0715980359951983,0.228088597890744,Proteome,C2vsC1_prot,945,FALSE,FALSE
C2 - C1,TX50_RS01175,-0.439161300659182,6.39948164621989,0.072304314174776,0.229824427198395,Proteome,C2vsC1_prot,792,FALSE,FALSE
C2 - C1,TX50_RS06485,-0.316825866699219,0.270613924662272,0.0735473094015918,0.2332547184585,Proteome,C2vsC1_prot,849,FALSE,FALSE
C2 - C1,TX50_RS02675,0.536696116129556,-2.24243946075439,0.0738701263653974,0.233436861142172,Proteome,C2vsC1_prot,2271,FALSE,FALSE
C2 - C1,TX50_RS01405,0.484445571899414,-0.804820315043131,0.0739326013870221,0.233436861142172,Proteome,C2vsC1_prot,1116,FALSE,FALSE
C2 - C1,TX50_RS01320,-0.634653727213542,-0.700918388366699,0.0743716749017926,0.2343036837614,Proteome,C2vsC1_prot,618,FALSE,FALSE
C2 - C1,TX50_RS04215,0.526778539021809,-0.87283280690511,0.0751444729771082,0.235899445070167,Proteome,C2vsC1_prot,534,FALSE,FALSE
C2 - C1,TX50_RS08695,0.692435582478839,-4.36888675689697,0.0752095140883818,0.235899445070167,Proteome,C2vsC1_prot,435,FALSE,FALSE
C2 - C1,TX50_RS06920,0.332288742065431,-1.02532711029053,0.0760695079930571,0.238072482158491,Proteome,C2vsC1_prot,1563,FALSE,FALSE
C2 - C1,TX50_RS06180,0.355735143025717,2.97781429290771,0.076448943903807,0.238735298506625,Proteome,C2vsC1_prot,1128,FALSE,FALSE
C2 - C1,TX50_RS02235,-0.494032541910808,1.60281060536702,0.0768713780639065,0.23889118218967,Proteome,C2vsC1_prot,792,FALSE,FALSE
C2 - C1,TX50_RS06110,-1.93442090352377,-7.07547588348389,0.0769830580993012,0.23889118218967,Proteome,C2vsC1_prot,204,FALSE,FALSE
C2 - C1,TX50_RS08910,0.336778004964193,-0.105866686503092,0.0770021436973727,0.23889118218967,Proteome,C2vsC1_prot,2907,FALSE,FALSE
C2 - C1,TX50_RS07235,0.517646153767904,0.345693906148275,0.0782141044731867,0.241852724671697,Proteome,C2vsC1_prot,936,FALSE,FALSE
C2 - C1,TX50_RS02885,0.476640065511071,-2.19805787404378,0.0782964228045313,0.241852724671697,Proteome,C2vsC1_prot,645,FALSE,FALSE
C2 - C1,TX50_RS05925,-0.528144836425781,-0.358178901672363,0.0789293676102347,0.24328012873804,Proteome,C2vsC1_prot,3171,FALSE,FALSE
C2 - C1,TX50_RS02955,-0.425359725952152,2.03403085072835,0.0793086592072629,0.24356490589135,Proteome,C2vsC1_prot,1527,FALSE,FALSE
C2 - C1,TX50_RS06090,0.420611699422201,0.187502479553223,0.0794173180852714,0.24356490589135,Proteome,C2vsC1_prot,1701,FALSE,FALSE
C2 - C1,TX50_RS05455,-1.83979892730713,-4.81068178812663,0.0795940951152736,0.24356490589135,Proteome,C2vsC1_prot,177,FALSE,FALSE
C2 - C1,TX50_RS06395,-0.482574462890624,0.812065569559733,0.0797059312818603,0.24356490589135,Proteome,C2vsC1_prot,411,FALSE,FALSE
C2 - C1,TX50_RS06540,-0.355861028035483,1.05624904632568,0.0801051830970734,0.24377171027916,Proteome,C2vsC1_prot,1158,FALSE,FALSE
C2 - C1,TX50_RS04175,-0.422424316406252,0.837703514099122,0.0801159834344431,0.24377171027916,Proteome,C2vsC1_prot,1092,FALSE,FALSE
C2 - C1,TX50_RS03220,-0.971600214640301,-4.05325425465902,0.0806823453551376,0.244971556046303,Proteome,C2vsC1_prot,336,FALSE,FALSE
C2 - C1,TX50_RS07005,-0.573757807413736,0.0869318008422852,0.0814199203469116,0.246685035263834,Proteome,C2vsC1_prot,1392,FALSE,FALSE
C2 - C1,TX50_RS04815,-0.35260581970215,4.51691748301188,0.081855179275264,0.247343136283106,Proteome,C2vsC1_prot,1902,FALSE,FALSE
C2 - C1,TX50_RS06845,-0.251331965128581,-0.0655702590942383,0.0819845227005799,0.247343136283106,Proteome,C2vsC1_prot,1053,FALSE,FALSE
C2 - C1,TX50_RS04825,-1.14227040608724,-2.12897790273031,0.0824163849362477,0.247956520841223,Proteome,C2vsC1_prot,531,FALSE,FALSE
C2 - C1,TX50_RS00305,-0.411264419555664,0.822664197285969,0.0825360891002384,0.247956520841223,Proteome,C2vsC1_prot,1020,FALSE,FALSE
C2 - C1,TX50_RS07155,0.571996688842773,-1.75248050689697,0.0827694665051976,0.248134148007161,Proteome,C2vsC1_prot,600,FALSE,FALSE
C2 - C1,TX50_RS02685,0.356505076090495,0.753225390116373,0.0837723891576442,0.250613197816146,Proteome,C2vsC1_prot,849,FALSE,FALSE
C2 - C1,TX50_RS04700,0.36025365193685,-2.21000893910726,0.0848102365883152,0.253186115098031,Proteome,C2vsC1_prot,3735,FALSE,FALSE
C2 - C1,TX50_RS03270,0.486019134521485,1.21249230702718,0.0850133454415046,0.253238630549356,Proteome,C2vsC1_prot,825,FALSE,FALSE
C2 - C1,TX50_RS01470,-0.778017044067386,-1.52995751698812,0.0851835000232735,0.253238630549356,Proteome,C2vsC1_prot,591,FALSE,FALSE
C2 - C1,TX50_RS08315,-0.447579065958657,2.00189050038656,0.0855242135843644,0.253721833633614,Proteome,C2vsC1_prot,384,FALSE,FALSE
C2 - C1,TX50_RS04065,-0.538977305094403,4.25474160512288,0.0862745301011032,0.255415656681852,Proteome,C2vsC1_prot,1329,FALSE,FALSE
C2 - C1,TX50_RS03135,0.541839599609377,-1.95903186798096,0.0864781417362191,0.255487290108664,Proteome,C2vsC1_prot,441,FALSE,FALSE
C2 - C1,TX50_RS01430,0.380231857299804,0.889424959818523,0.0869174463676721,0.25625350647529,Proteome,C2vsC1_prot,558,FALSE,FALSE
C2 - C1,TX50_RS03805,0.274003346761068,-0.226158714294434,0.0872970384062438,0.256414064292824,Proteome,C2vsC1_prot,1020,FALSE,FALSE
C2 - C1,TX50_RS00870,0.59897994995117,0.952273114522298,0.0873320373469238,0.256414064292824,Proteome,C2vsC1_prot,489,FALSE,FALSE
C2 - C1,TX50_RS02460,-0.286466598510744,1.25009212493896,0.087888644612375,0.257517345530909,Proteome,C2vsC1_prot,1596,FALSE,FALSE
C2 - C1,TX50_RS09450,0.567023595174152,-2.89422791798909,0.0883279441432968,0.258273085133582,Proteome,C2vsC1_prot,153,FALSE,FALSE
C2 - C1,TX50_RS06135,-0.274577458699545,0.850915972391765,0.0891726839548765,0.259691211105765,Proteome,C2vsC1_prot,1089,FALSE,FALSE
C2 - C1,TX50_RS00935,-0.430402119954426,-1.46630001068115,0.0891776701058421,0.259691211105765,Proteome,C2vsC1_prot,1119,FALSE,FALSE
C2 - C1,TX50_RS08320,-0.591215133666993,1.15938498179118,0.0894610825690665,0.259984860363981,Proteome,C2vsC1_prot,273,FALSE,FALSE
C2 - C1,TX50_RS00565,-0.367524464925131,-0.154252688090007,0.0903344976244778,0.261668490138214,Proteome,C2vsC1_prot,924,FALSE,FALSE
C2 - C1,TX50_RS02670,-0.63407834370931,1.50543168385824,0.0904999089775663,0.261668490138214,Proteome,C2vsC1_prot,1188,FALSE,FALSE
C2 - C1,TX50_RS00040,-0.274839401245117,1.58453591664632,0.0907509537301095,0.261668490138214,Proteome,C2vsC1_prot,2439,FALSE,FALSE
C2 - C1,TX50_RS02205,-0.979467391967773,3.56695206960042,0.0907754453148019,0.261668490138214,Proteome,C2vsC1_prot,606,FALSE,FALSE
C2 - C1,TX50_RS06990,0.290391286214193,0.142906125386556,0.0914122085067137,0.262971686694061,Proteome,C2vsC1_prot,1353,FALSE,FALSE
C2 - C1,TX50_RS07775,0.54728889465332,-3.25697739919027,0.0918027165809878,0.263464053035791,Proteome,C2vsC1_prot,579,FALSE,FALSE
C2 - C1,TX50_RS02355,-0.503381729125973,-2.02988122304281,0.0919533949148792,0.263464053035791,Proteome,C2vsC1_prot,582,FALSE,FALSE
C2 - C1,TX50_RS01730,-0.449868520100911,-2.91314347585042,0.092244166988908,0.263766453398002,Proteome,C2vsC1_prot,876,FALSE,FALSE
C2 - C1,TX50_RS05070,-0.86120923360189106,-2.59938844045003,0.0930071692135248,0.264054772994145,Proteome,C2vsC1_prot,294,FALSE,FALSE
C2 - C1,TX50_RS06910,-0.284357070922853,2.29043153127035,0.0931003165916387,0.264054772994145,Proteome,C2vsC1_prot,1035,FALSE,FALSE
C2 - C1,TX50_RS07975,-0.287348429361978,4.55386231740316,0.093220818664388,0.264054772994145,Proteome,C2vsC1_prot,3291,FALSE,FALSE
C2 - C1,TX50_RS01165,-0.304879506429036,3.80486787160238,0.093303190273904,0.264054772994145,Proteome,C2vsC1_prot,1854,FALSE,FALSE
C2 - C1,TX50_RS01335,-0.27235730489095,3.62343667348226,0.0934393232576364,0.264054772994145,Proteome,C2vsC1_prot,1269,FALSE,FALSE
C2 - C1,TX50_RS07575,0.647122065226238,-1.65641740163167,0.0934575881945569,0.264054772994145,Proteome,C2vsC1_prot,225,FALSE,FALSE
C2 - C1,TX50_RS05705,0.302485148111981,3.1213893254598,0.0938897598502682,0.264750530746103,Proteome,C2vsC1_prot,1161,FALSE,FALSE
C2 - C1,TX50_RS00775,-0.666404088338214,-2.60937430063883,0.0942219708270741,0.265162226201094,Proteome,C2vsC1_prot,726,FALSE,FALSE
C2 - C1,TX50_RS09195,0.293241500854489,-1.65886631011963,0.0950520864381565,0.266583455725314,Proteome,C2vsC1_prot,2013,FALSE,FALSE
C2 - C1,TX50_RS06835,0.70771853129069,-3.26941471099853,0.0952667112386452,0.266583455725314,Proteome,C2vsC1_prot,531,FALSE,FALSE
C2 - C1,TX50_RS03265,0.540443420410156,-0.87758363087972,0.0952886088231633,0.266583455725314,Proteome,C2vsC1_prot,726,FALSE,FALSE
C2 - C1,TX50_RS01415,-0.358898162841793,1.33747564951579,0.0959184883571348,0.26781946553051,Proteome,C2vsC1_prot,1002,FALSE,FALSE
C2 - C1,TX50_RS02505,-0.363340377807617,0.380782127380371,0.0979593924240172,0.272982729572995,Proteome,C2vsC1_prot,1698,FALSE,FALSE
C2 - C1,TX50_RS01490,0.991101582845054,-3.98644955952962,0.0985631909141344,0.273503422562056,Proteome,C2vsC1_prot,561,FALSE,FALSE
C2 - C1,TX50_RS03600,-0.354567845662435,0.552418454488118,0.0985859395883743,0.273503422562056,Proteome,C2vsC1_prot,1332,FALSE,FALSE
C2 - C1,TX50_RS03590,0.600462595621746,-2.84682369232178,0.0990353010416541,0.273503422562056,Proteome,C2vsC1_prot,501,FALSE,FALSE
C2 - C1,TX50_RS05790,0.637344360351563,-2.06879482269287,0.0990394157268791,0.273503422562056,Proteome,C2vsC1_prot,540,FALSE,FALSE
C2 - C1,TX50_RS08035,-0.473915100097656,0.0760789871215822,0.0991065772767,0.273503422562056,Proteome,C2vsC1_prot,1089,FALSE,FALSE
C2 - C1,TX50_RS08295,-0.479515711466477,2.11894130706787,0.0994501155352087,0.273920627702393,Proteome,C2vsC1_prot,264,FALSE,FALSE
C2 - C1,TX50_RS08805,-0.419671376546223,-1.03661772410075,0.100022421361563,0.274965112005531,Proteome,C2vsC1_prot,999,FALSE,FALSE
C2 - C1,TX50_RS05400,-0.603743235270184,-3.6458771387736,0.101201127204675,0.277460231844089,Proteome,C2vsC1_prot,252,FALSE,FALSE
C2 - C1,TX50_RS04490,-0.223033269246419,1.17607364654541,0.101358290216719,0.277460231844089,Proteome,C2vsC1_prot,3513,FALSE,FALSE
C2 - C1,TX50_RS01040,-0.396136601765951,3.2602814356486,0.101514593251946,0.277460231844089,Proteome,C2vsC1_prot,393,FALSE,FALSE
C2 - C1,TX50_RS07195,-0.378179550170904,2.00972181955973,0.101969545322281,0.278169794135878,Proteome,C2vsC1_prot,2067,FALSE,FALSE
C2 - C1,TX50_RS06380,-0.519870122273767,3.04824123382568,0.102652282154607,0.279496844719236,Proteome,C2vsC1_prot,570,FALSE,FALSE
C2 - C1,TX50_RS03260,0.251482645670574,1.30304533640544,0.104783851818974,0.284756116393548,Proteome,C2vsC1_prot,1314,FALSE,FALSE
